district,partisan_lean (%),state_name,Republican/lean Rep.,No lean,Democrat/lean Dem.,lean sample size,firearm ownership,firearm ownership margin of error,has_gun_in_house_True,has_gun_in_house_False,is_gun_owner_True,is_gun_owner_False,political_lean_center,political_lean_right,political_lean_left,lean_sum,right_only_flag,body,model
New Hampshire,0.5904515000000001,New Hampshire,0.35,0.2,0.44,303.0,0.463,0.032,0.463,0.5369999999999999,0.463,0.5369999999999999,0.0,0.4970477425,0.5029522575,0.0,0.0,senate,without_center
New Jersey,13.712385416666665,New Jersey,0.29999999999999993,0.18999999999999997,0.5099999999999999,886.0,0.08899999999999998,0.028000000000000008,0.08899999999999998,0.9109999999999999,0.08899999999999998,0.9109999999999999,0.0,0.43143807291666664,0.5685619270833334,0.0,0.0,senate,without_center
New Mexico,6.736776666666667,New Mexico,0.36999999999999994,0.15,0.48,312.0,0.359,0.028,0.359,0.641,0.359,0.641,0.0,0.46631611666666667,0.5336838833333334,0.0,0.0,senate,without_center
New York,24.14749506538461,New York,0.28,0.19000000000000006,0.53,1966.0,0.145,0.028000000000000004,0.145,0.855,0.145,0.855,0.0,0.379262524673077,0.620737475326923,0.0,0.0,senate,without_center
North Carolina,-4.908561357142858,North Carolina,0.41000000000000003,0.16999999999999998,0.4299999999999999,1022.0,0.37100000000000005,0.028000000000000008,0.37100000000000005,0.6289999999999998,0.37100000000000005,0.6289999999999998,0.0,0.5245428067857143,0.47545719321428576,0.0,0.0,senate,without_center
North Dakota,-37.06978,North Dakota,0.5,0.18,0.33,338.0,0.533,0.032,0.533,0.46699999999999997,0.533,0.46699999999999997,0.0,0.6853489,0.31465109999999996,0.0,0.0,senate,without_center
Ohio,-11.706232933333334,Ohio,0.42,0.18000000000000002,0.40000000000000013,1132.0,0.4189999999999998,0.02800000000000001,0.4189999999999998,0.5809999999999997,0.4189999999999998,0.5809999999999997,0.0,0.5585311646666667,0.4414688353333333,0.0,0.0,senate,without_center
Oklahoma,-37.782835999999996,Oklahoma,0.45,0.15,0.4,391.0,0.549,0.028000000000000004,0.549,0.45099999999999996,0.549,0.45099999999999996,0.0,0.68891418,0.31108582,0.0,0.0,senate,without_center
Oregon,11.517054,Oregon,0.32,0.21,0.4699999999999999,419.0,0.414,0.032,0.414,0.5860000000000002,0.414,0.5860000000000002,0.0,0.44241473000000003,0.55758527,0.0,0.0,senate,without_center
Pennsylvania,-3.0848981705882363,Pennsylvania,0.39,0.15,0.46,1366.0,0.402,0.028,0.402,0.598,0.402,0.598,0.0,0.5154244908529412,0.48457550914705877,0.0,0.0,senate,without_center
Rhode Island,24.077325000000002,Rhode Island,0.3,0.22,0.48,305.0,0.139,0.028,0.139,0.861,0.139,0.861,0.0,0.37961337500000003,0.620386625,0.0,0.0,senate,without_center
South Carolina,-19.295045714285717,South Carolina,0.43000000000000005,0.17999999999999997,0.39000000000000007,495.0,0.45000000000000007,0.028,0.45000000000000007,0.5499999999999999,0.45000000000000007,0.5499999999999999,0.0,0.5964752285714285,0.4035247714285714,0.0,0.0,senate,without_center
South Dakota,-32.0032,South Dakota,0.53,0.1,0.37,305.0,0.55,0.028,0.55,0.44999999999999996,0.55,0.44999999999999996,0.0,0.6600159999999999,0.339984,0.0,0.0,senate,without_center
Tennessee,-28.025643333333335,Tennessee,0.48000000000000004,0.15,0.36,661.0,0.46900000000000003,0.028,0.46900000000000003,0.531,0.46900000000000003,0.531,0.0,0.6401282166666666,0.35987178333333336,0.0,0.0,senate,without_center
Texas,-7.7256518210526295,Texas,0.3900000000000001,0.21,0.4000000000000001,2535.0,0.35500000000000004,0.028,0.35500000000000004,0.6449999999999999,0.35500000000000004,0.6449999999999999,0.0,0.5386282591052631,0.46137174089473687,0.0,0.0,senate,without_center
Utah,-26.04739,Utah,0.54,0.16,0.3,315.0,0.397,0.028,0.397,0.603,0.397,0.603,0.0,0.63023695,0.36976305,0.0,0.0,senate,without_center
Vermont,27.77973,Vermont,0.29,0.14,0.57,306.0,0.503,0.028,0.503,0.497,0.503,0.497,0.0,0.36110135,0.63889865,0.0,0.0,senate,without_center
Virginia,3.3704809090909085,Virginia,0.42999999999999994,0.17999999999999997,0.39,882.0,0.3529999999999999,0.028000000000000004,0.3529999999999999,0.6470000000000001,0.3529999999999999,0.6470000000000001,0.0,0.4831475954545455,0.5168524045454546,0.0,0.0,senate,without_center
Washington,11.32105651,Washington,0.33,0.23000000000000004,0.44000000000000006,714.0,0.32100000000000006,0.028000000000000004,0.32100000000000006,0.679,0.32100000000000006,0.679,0.0,0.44339471745000003,0.55660528255,0.0,0.0,senate,without_center
West Virginia,-34.383449999999996,West Virginia,0.43,0.16,0.41,309.0,0.6,0.028,0.6,0.4,0.6,0.4,0.0,0.67191725,0.32808275,0.0,0.0,senate,without_center
Wisconsin,-2.7979052499999995,Wisconsin,0.42,0.16,0.42,600.0,0.471,0.028,0.471,0.529,0.471,0.529,0.0,0.51398952625,0.48601047375,0.0,0.0,senate,without_center
Wyoming,-49.86651,Wyoming,0.57,0.18,0.25,316.0,0.607,0.032,0.607,0.393,0.607,0.393,0.0,0.74933255,0.25066745,0.0,0.0,senate,without_center
